Species,th.len.m,th.len.m_se,th.wid.m,th.wid.m_se,th.hei.m,th.hei.m_se,th.vol.m,th.vol.m_se,wing.area.m,wing.area.m_se,resid.th.vol.m,wing.loading.m,tot.dry.mass.m,tot.dry.mass.m_se,sp.total.len,sp.total.len_se,testis.len,testis.len_se,agland.area,agland.area_se,resid.agland.area,rank.res.ag.area,eb.extn_bin,eb.extn.branched_bin,eb.extn.len,eb.extn.len_se,eb.area,eb.area_se,resid.eb.area,rank.res.eb.area,dry.testis.mass,dry.testis.mass_se,resid.testis.mass,rank.res.testis.mass,TRI.m.weighted,TRI.m.unweighted,sperm.per.cop,sperm.per.cop_se,th.len.f,th.len.f_se,th.wid.f,th.wid.f_se,th.hei.f,th.hei.f_se,th.vol.f,th.vol.f_se,resid.th.vol.f,wing.area.f,wing.area.f_se,wing.loading.f,tot.dry.mass.f,tot.dry.mass.f_se,sr.len,sr.len_se,ovariole.no,ovariole.no_se,egg.len,egg.len_se,egg.wid.mean,egg.w_se,egg.asp.ratio,egg.vol,egg.vol_se,chor.app.no,chor.app.len,app.len_se,spth.duct.len,spth.duct.len_se,spth.cap.len,spth.cap.len_se,spth.cap.wid,spth.cap.wid_se,spth.cap.vol,spth.cap.vol_se,spth.int.len,spth.int.len_se,spth.melanized_bin,sp.sotrage_bin,virgin.cop.dur,virgin.cop.dur_se,remating.int.50,monandry_bin,remating.cop.dur,remating.cop.dur_se,re.vir.cop.diff,sp.eject_bin,sp.eject.time,sp.eject.time_se,plug_bin,insemin.rxn_bin,Age.reproductive.maturity.f,Age.reproductive.maturity.m,std.aging.rate.f,std.aging.rate.m,life.expectancy.f,life.expectancy.m,net.repro.output,early.repro.output,std.sex.siz.diff,std.aging.rate.bias,life.expectancy.bias,anisogamy,OSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_meridionalis,1.125,0.009,0.753,0.008,1.050,0.014,0.889,0.006,2.037,0.044,0.219,0.254,0.311,0.017,1.557,0.008,2.950,0.108,0.370,0.025,0.396,27,1,0,0.294333333,0.028041636,0.070,0.003,0.445,48,0.009,0.002,-0.527,95,65.2,170,1051.600,26.311,1.178,0.009,0.800,0.009,1.120,0.007,1.055,0.005,0.145,2.577,0.035,0.293,0.439,0.031,2.659,0.041,47.200,1.114,0.437,0.003,0.151,0.001,2.887,0.005,0.000,4.000,0.375,0.006,0.148,0.002,0.067,0.001,0.064,0.002,0.000,0.000,0.051,0.003,1,0,1.875,0.102,14.000,0,1.692,0.133,0.903,1,253.500,14.045,1,1,5.000,6.000,3.090,3.090,42.567,43.304,150.000,94.000,0.171,-0.001,-0.025,0.001,2.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_merina,1.113,0.013,0.833,0.009,1.058,0.018,0.979,0.007,1.696,0.014,0.157,-0.024,0.379,0.009,5.034,0.080,5.692,0.075,0.460,0.025,0.573,17,0,0,0,0,0.058,0.009,0.212,69,0.019,0.001,-0.088,56,46.9,142,675.000,39.024,1.208,0.013,0.907,0.013,1.150,0.014,1.260,0.009,0.236,1.924,0.021,-0.044,0.507,0.011,8.133,0.116,27.400,1.364,0.483,0.004,0.176,0.001,2.747,0.008,0.000,2.000,0.340,0.006,0.133,0.004,0.115,0.001,0.077,0.002,0.001,0.000,0.095,0.005,1,0,6.775,0.236,2.000,0,6.231,0.257,0.920,1,88.500,5.220,1,0,4.000,3.000,6.000,6.240,72.061,61.322,103.000,25.000,0.250,-0.239,0.233,0.001,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mettleri,1.158,0.011,0.745,0.006,1.080,0.014,0.931,0.006,2.171,0.049,-0.086,0.109,0.482,0.011,2.790,0.010,3.822,0.097,0.425,0.037,0.515,21,0,0,0,0,0.022,0.002,-0.740,125,0.021,0.002,-0.240,71,66.8,217,553.400,109.534,1.229,0.013,0.819,0.008,1.175,0.011,1.182,0.007,-0.108,2.510,0.027,0.075,0.814,0.051,6.082,0.206,39.200,1.319,0.434,0.004,0.151,0.002,2.867,0.005,0.000,4.000,0.607,0.006,0.394,0.019,0.037,0.004,0.039,0.002,0.000,0.000,,,0,1,8.837,0.233,1.000,0,6.769,0.411,0.766,1,90.960,3.811,1,0,2.000,2.000,4.270,4.280,60.278,64.680,109.000,50.000,0.237,-0.010,-0.102,0.001,-0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_micromelanica,0.980,0.006,0.695,0.008,0.948,0.005,0.645,0.003,1.512,0.039,-0.015,0.007,0.280,0.009,1.410,0.010,1.631,0.029,0.256,0.011,0.163,51,0,0,0,0,0.018,0.001,-0.794,129,0.004,0.001,-1.390,143,112.6,323,996.200,11.547,1.173,0.007,0.783,0.006,1.093,0.008,1.002,0.004,0.100,2.002,0.041,0.044,0.434,0.008,2.259,0.048,26.600,1.435,0.522,0.006,0.186,0.004,2.813,0.009,0.000,2.000,0.453,0.008,0.131,0.008,0.027,0.001,0.027,0.001,0.000,0.000,0.013,0.001,1,1,7.760,1.000,35.000,1,,,0.000,0,,,1,0,1.000,0.000,3.120,3.510,8.586,4.572,60.000,27.000,0.433,-0.388,0.909,0.002,4.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mojavensis,0.915,0.020,0.700,0.010,0.925,0.010,0.592,0.006,1.190,0.039,0.082,-0.125,0.223,0.015,1.900,0.040,2.744,0.042,0.416,0.069,0.684,13,0,0,0,0,0.020,0.003,-0.632,118,0.015,0.001,0.316,19,37,150,1598.800,53.883,0.978,0.011,0.705,0.010,0.958,0.012,0.660,0.005,-0.210,1.606,0.032,-0.120,0.362,0.026,4.823,0.103,35.400,0.400,0.444,0.003,0.157,0.002,2.821,0.006,0.000,4.000,0.528,0.008,0.235,0.008,0.032,0.002,0.037,0.001,0.000,0.000,0.028,0.001,1,0,2.925,0.162,7.000,0,3.545,0.207,1.212,1,427.500,9.287,1,1,3.000,5.000,1.670,1.630,56.544,36.922,143.000,46.000,0.108,0.035,0.615,0.001,2.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_monieri,1.078,0.020,0.730,0.012,0.860,0.017,0.676,0.007,1.461,0.104,-0.159,-0.141,0.355,0.040,2.121,0.011,2.375,0.088,0.133,0.008,-0.511,120,0,0,0,0,0.014,0.003,-1.072,137,0.014,0.003,-0.324,79,102.9,336,912.800,28.540,1.143,0.006,0.808,0.006,1.073,0.012,0.989,0.005,0.018,1.725,0.039,-0.142,0.488,0.040,3.818,0.362,20.800,0.970,0.590,0.007,0.211,0.002,2.791,0.014,0.000,2.000,0.417,0.010,0.110,0.017,0.104,0.003,0.060,0.001,0.000,0.000,0.090,0.004,1,0,8.125,0.197,1.000,0,6.545,0.340,0.806,1,392.143,31.127,1,0,4.000,3.000,3.080,2.990,68.792,74.206,70.000,21.000,0.376,0.094,-0.109,0.002,-0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_montana,1.290,0.028,0.820,0.006,1.078,0.008,1.140,0.009,3.196,0.088,-0.226,0.294,0.738,0.022,3.340,0.020,5.073,0.098,0.361,0.041,0.267,39,0,0,0,0,0.121,0.011,0.871,25,0.071,0.002,0.450,10,21.7,74,1069.800,34.933,1.314,0.035,0.833,0.006,1.150,0.012,1.258,0.012,-0.058,3.155,0.078,0.297,0.831,0.026,5.141,0.292,26.400,0.678,0.615,0.006,0.195,0.002,3.158,0.012,0.000,4.000,0.384,0.017,0.120,0.002,0.095,0.001,0.107,0.002,0.001,0.000,0.074,0.001,1,0,2.825,0.129,1.000,0,2.889,0.196,1.023,1,600.000,,1,0,4.000,8.000,4.790,5.020,142.362,51.737,521.000,29.000,0.099,-0.233,1.460,0.001,1.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mulleri,0.875,0.017,0.635,0.009,0.850,0.009,0.472,0.004,1.324,0.031,0.003,0.069,0.185,0.022,2.207,0.004,2.945,0.078,0.202,0.012,0.056,64,0,0,0,0,0.027,0.001,-0.230,100,0.008,0.001,-0.024,47,62.7,211,975.833,85.499,0.895,0.013,0.675,0.011,0.895,0.010,0.541,0.005,-0.142,1.421,0.030,-0.103,0.231,0.011,5.475,0.143,26.800,0.583,0.447,0.003,0.173,0.001,2.584,0.007,0.000,4.000,0.581,0.008,0.201,0.048,0.047,0.003,0.039,0.002,0.000,0.000,0.031,0.003,1,1,1.475,0.088,3.000,0,1.385,0.140,0.939,1,47.308,4.757,1,1,5.000,5.000,4.390,3.440,33.567,73.010,48.000,29.000,0.135,0.951,-1.121,0.001,-0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_nasuta,1.241,0.012,0.994,0.012,1.216,0.013,1.500,0.009,1.927,0.041,0.379,-0.017,0.489,0.035,3.639,0.097,4.183,0.059,0.283,0.019,-0.089,79,1,1,0.581333333,0.096500432,0.097,0.003,0.532,40,0.017,0.003,-0.480,91,77.2,210,528.000,30.440,1.311,0.035,0.833,0.013,0.995,0.017,1.086,0.013,0.014,2.021,0.117,-0.034,0.575,0.067,6.557,0.149,43.000,1.080,0.541,0.006,0.199,0.004,2.724,0.011,0.001,4.000,0.514,0.009,0.106,0.008,0.127,0.002,0.124,0.004,0.002,0.000,0.060,0.003,1,0,22.542,0.783,21.000,0,19.222,1.942,0.853,1,230.000,34.351,1,1,4.000,5.000,4.510,3.920,49.305,42.451,164.000,0.000,-0.320,0.593,0.216,0.001,3.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_nebulosa,0.888,0.006,0.697,0.008,0.887,0.010,0.549,0.003,2.148,0.025,0.141,0.546,0.188,0.004,6.050,0.420,2.024,0.017,0.256,0.016,0.230,44,1,1,0.832,0.060530984,0.179,0.003,1.592,9,0.012,0.000,0.287,20,25,73,117.600,4.550,0.959,0.007,0.764,0.008,0.942,0.009,0.690,0.004,0.005,2.546,0.026,0.430,0.271,0.004,11.453,0.312,19.750,0.629,0.497,0.004,0.176,0.002,2.827,0.008,0.000,2.000,0.338,0.006,0.192,0.018,0.135,0.002,0.108,0.004,0.001,0.000,0.081,0.023,1,0,2.225,0.076,21.000,0,2.083,0.229,0.936,0,,,0,0,4.000,0.000,2.350,2.860,63.195,32.057,318.000,81.000,0.228,-0.509,0.979,0.000,4.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_neonasuta,1.267,0.011,0.914,0.011,1.038,0.015,1.202,0.008,1.886,0.029,0.024,-0.117,0.578,0.025,4.549,0.209,5.071,0.140,0.296,0.032,0.047,67,0,0,0,0,0.105,0.015,0.711,32,0.018,0.002,-0.653,107,80,206,350.000,5.550,1.397,0.025,1.010,0.008,1.184,0.025,1.670,0.016,0.139,2.459,0.132,0.002,0.962,0.105,8.873,0.087,33.600,0.927,0.513,0.004,0.175,0.003,2.922,0.008,0.000,4.000,0.637,0.011,0.127,0.017,0.133,0.004,0.125,0.003,0.002,0.000,0.053,0.003,1,0,20.317,0.491,14.000,0,22.846,1.694,1.124,1,409.091,15.148,1,1,4.000,5.000,3.770,3.590,138.344,87.904,147.000,24.000,0.326,0.180,0.654,0.001,3.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_nigricruria,0.958,0.006,0.638,0.007,0.900,0.010,0.549,0.003,2.338,0.032,-0.364,0.331,0.353,0.005,2.254,0.048,2.678,0.074,0.124,0.002,-0.491,118,1,0,0.345,0.050408333,0.073,0.004,0.703,33,0.007,0.001,-0.970,132,108,283,867.800,30.155,1.018,0.018,0.713,0.009,0.970,0.009,0.703,0.006,-0.215,2.547,0.099,0.305,0.406,0.020,3.935,0.141,55.600,0.678,0.447,0.003,0.169,0.003,2.651,0.007,0.000,4.000,0.275,0.006,0.151,0.008,0.058,0.007,0.090,0.090,0.001,24.175,0.031,0.003,1,1,6.756,0.177,3.000,0,6.833,0.207,1.011,0,,,0,1,4.000,6.000,2.720,2.400,55.692,48.421,201.000,87.000,0.246,0.323,0.202,0.001,1.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_nigrohydei,1.314,0.014,1.063,0.007,1.149,0.011,1.606,0.008,3.390,0.061,0.276,0.447,0.605,0.040,15.000,0.020,17.877,0.390,0.142,0.005,-0.811,140,0,0,0,0,0.052,0.001,-0.125,94,0.051,0.001,0.353,17,69.3,251,43.400,5.418,1.452,0.019,1.004,0.017,1.240,0.009,1.808,0.014,0.546,3.532,0.062,0.536,0.553,0.005,36.178,2.139,41.750,0.479,0.471,0.003,0.161,0.001,2.917,0.006,0.000,4.000,0.469,0.010,0.364,0.013,0.176,0.004,0.141,0.049,0.006,0.004,0.150,0.004,1,0,2.675,0.145,0.500,0,1.400,0.163,0.523,1,79.500,11.413,1,0,4.000,10.000,3.560,3.650,102.291,34.361,105.000,9.000,0.118,-0.095,1.574,0.000,0.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_nikananu,0.725,0.009,0.630,0.012,0.755,0.011,0.345,0.003,0.991,0.022,-0.184,-0.145,0.158,0.014,0.848,0.006,1.096,0.012,0.124,0.007,-0.298,100,0,0,0,0,0.010,0.001,-1.115,140,0.005,0.001,-0.394,85,100.5,325,2048.600,125.423,0.870,0.013,0.678,0.007,0.870,0.008,0.513,0.004,-0.165,1.394,0.038,-0.106,0.219,0.013,1.025,0.018,16.800,0.735,0.673,0.006,0.245,0.003,2.750,0.021,0.001,2.000,0.354,0.008,0.128,0.007,0.081,0.007,0.063,0.002,0.000,0.000,,,0,1,13.404,0.356,4.000,0,5.769,0.231,0.430,1,600.000,,1,0,4.000,4.000,3.410,3.170,26.933,34.586,59.000,32.000,0.392,0.239,-0.361,0.008,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_novamexicana,1.308,0.035,0.885,0.014,1.168,0.016,1.352,0.015,2.530,0.054,0.104,0.154,0.605,0.015,6.720,0.150,6.914,0.077,0.240,0.017,-0.213,93,0,0,0,0,0.098,0.006,0.589,36,0.036,0.004,0.012,43,56.6,172,537.400,55.469,1.308,0.035,0.885,0.014,1.168,0.016,1.352,0.015,0.023,2.654,0.053,0.129,0.818,0.030,9.538,0.187,28.000,0.548,0.615,0.006,0.179,0.002,3.439,0.010,0.000,4.000,0.327,0.010,0.133,0.002,0.110,0.002,0.103,0.002,0.001,0.000,0.083,0.002,1,0,2.290,0.133,1.000,0,2.154,0.274,0.940,1,196.154,13.206,1,0,4.000,6.000,8.200,8.370,166.660,91.236,967.000,218.000,0.000,-0.172,0.869,0.001,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pallidifrons,1.018,0.008,0.700,0.009,0.983,0.012,0.700,0.004,1.812,0.030,0.120,0.219,0.261,0.011,1.442,0.029,2.327,0.041,0.110,0.021,-0.718,136,1,0,0.281333333,0.033605555,0.031,0.004,-0.278,105,0.003,0.000,-1.490,145,134.3,386,1008.600,53.503,1.125,0.016,0.778,0.009,1.093,0.009,0.956,0.007,0.220,2.108,0.117,0.183,0.327,0.027,4.402,0.136,30.800,0.374,0.508,0.003,0.169,0.002,3.007,0.008,0.000,4.000,0.642,0.009,0.111,0.001,0.118,0.002,0.094,0.003,0.001,0.000,0.047,0.001,1,0,24.075,0.734,21.000,0,16.800,0.929,0.698,1,231.667,12.019,1,0,4.000,5.000,3.120,2.850,55.422,42.143,192.000,41.000,0.309,0.273,0.395,0.002,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pallidipennis,1.330,0.014,0.959,0.015,1.162,0.017,1.482,0.012,2.138,0.057,0.238,0.011,0.574,0.032,2.729,0.087,3.759,0.174,0.227,0.018,-0.306,101,0,0,0,0,0.123,0.054,0.769,29,0.009,0.001,-1.332,142,107.1,272,735.200,45.844,1.483,0.013,1.025,0.016,1.378,0.020,2.094,0.016,0.419,2.624,0.091,0.095,0.880,0.032,6.198,0.293,38.800,0.860,0.633,0.005,0.211,0.002,3.000,0.015,0.000,4.000,0.609,0.019,0.315,0.023,0.181,0.028,0.164,0.028,0.007,0.004,0.116,0.015,1,0,21.854,1.521,7.000,0,15.000,1.246,0.686,1,283.500,12.738,1,0,4.000,4.000,2.320,2.000,76.397,104.780,175.000,28.000,0.343,0.319,-0.456,0.002,1.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pallidosa,0.933,0.018,0.738,0.009,0.978,0.008,0.672,0.005,1.472,0.019,0.122,0.036,0.248,0.009,2.263,0.048,2.525,0.034,0.097,0.017,-0.824,143,0,0,0,0,0.031,0.004,-0.261,102,0.008,0.002,-0.386,84,105.3,329,697.200,11.320,1.025,0.009,0.790,0.011,0.913,0.007,0.739,0.004,-0.189,1.823,0.037,-0.042,0.423,0.018,4.941,0.213,32.429,1.110,0.501,0.005,0.166,0.002,3.010,0.007,0.000,2.000,0.275,0.008,0.135,0.002,0.099,0.001,0.070,0.001,0.000,0.000,0.091,0.001,1,0,5.125,0.153,7.000,0,5.615,0.180,1.096,1,600.000,,1,0,4.000,4.000,1.890,1.720,89.163,113.497,90.000,36.000,0.094,0.166,-0.348,0.001,1.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pandora,0.908,0.017,0.705,0.019,0.875,0.022,0.560,0.008,1.105,0.028,0.238,-0.074,0.171,0.016,3.215,0.023,4.156,0.104,0.150,0.003,-0.311,102,0,0,0,0,0.026,0.004,-0.357,108,0.008,0.001,-0.035,49,76.7,259,1086.800,75.745,1.033,0.010,0.778,0.008,0.943,0.021,0.757,0.007,0.087,1.419,0.016,-0.159,0.276,0.004,5.874,0.127,24.000,1.183,0.489,0.006,0.162,0.003,3.013,0.007,0.000,2.000,0.362,0.009,0.147,0.012,0.101,0.001,0.073,0.001,0.000,0.000,0.093,0.002,1,0,5.317,0.189,21.000,0,5.071,0.286,0.954,1,458.571,19.810,1,0,4.000,4.000,4.280,4.430,56.547,49.792,144.000,51.000,0.299,-0.151,0.184,0.001,3.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_parabipectinata,0.840,0.021,0.665,0.011,0.828,0.016,0.462,0.005,1.144,0.037,-0.135,-0.146,0.214,0.008,1.958,0.029,2.374,0.094,0.134,0.009,-0.346,109,0,0,0,0,0.026,0.003,-0.271,104,0.003,0.001,-1.149,138,122.5,351,1305.600,80.642,0.910,0.009,0.735,0.007,0.888,0.019,0.594,0.005,-0.155,2.496,0.020,0.405,0.276,0.011,3.711,0.081,22.750,2.926,0.450,0.004,0.152,0.003,2.971,0.005,0.000,2.000,0.296,0.005,0.184,0.007,0.077,0.001,0.064,0.001,0.000,0.000,0.069,0.002,1,0,12.698,0.584,21.000,0,11.786,1.191,0.928,1,382.500,39.177,1,0,4.000,2.000,3.970,3.170,72.427,134.692,219.000,58.000,0.249,0.801,-0.895,0.001,2.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_paramelanica,1.100,0.009,0.795,0.012,1.075,0.020,0.940,0.008,2.109,0.097,0.209,0.249,0.338,0.031,2.808,0.052,3.016,0.064,0.390,0.047,0.425,25,1,2,2.025666667,0.141895501,0.136,0.003,1.078,19,0.004,0.001,-1.435,144,83.3,188,1261.400,84.781,1.222,0.022,0.914,0.008,1.197,0.017,1.337,0.011,0.366,2.609,0.051,0.297,0.451,0.006,5.714,0.086,36.800,0.374,0.481,0.004,0.189,0.002,2.549,0.009,0.000,2.000,0.438,0.008,0.171,0.008,0.074,0.002,0.084,0.004,0.000,0.000,0.049,0.004,1,0,4.846,0.203,35.000,1,,,0.000,0,,,1,0,4.000,4.000,2.650,3.180,118.441,65.923,149.000,94.000,0.349,-0.528,0.845,0.001,4.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_paranensis,1.110,0.009,0.750,0.009,1.068,0.006,0.889,0.005,0.446,0.001,-0.282,-0.714,0.423,0.037,2.249,0.031,3.037,0.042,0.300,0.013,0.189,46,0,0,0,0,0.093,0.004,0.722,30,0.022,0.003,-0.041,50,44.8,126,750.400,129.600,1.173,0.009,0.768,0.006,1.078,0.010,0.970,0.005,-0.121,0.524,0.001,-0.698,0.596,0.023,6.622,0.235,40.200,1.530,0.454,0.002,0.160,0.003,2.840,0.006,0.000,4.000,0.389,0.006,0.262,0.015,0.039,0.002,0.033,0.002,0.000,0.000,0.018,0.003,1,1,2.841,0.121,4.000,0,3.154,0.154,1.110,1,148.500,14.396,1,0,4.000,6.000,4.150,3.980,113.061,66.210,315.000,265.000,0.087,0.167,0.772,0.001,2.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_parthenogenetica,1.070,0.014,0.763,0.009,0.915,0.012,0.747,0.005,1.646,0.034,-0.267,-0.144,0.458,0.024,5.533,0.147,7.051,0.065,0.186,0.008,-0.217,94,1,1,1.339666667,0.038397048,0.222,0.013,1.670,7,0.010,0.001,-0.912,129,94.1,230,784.400,120.224,1.063,0.007,0.783,0.009,1.028,0.023,0.854,0.007,-0.228,1.899,0.050,-0.097,0.576,0.012,9.362,0.088,35.800,2.059,0.458,0.002,0.169,0.002,2.711,0.007,0.000,4.000,0.325,0.006,0.193,0.006,0.160,0.005,0.132,0.003,0.001,0.000,0.072,0.007,1,0,33.231,1.168,21.000,0,37.615,1.824,1.132,1,274.286,20.367,1,1,4.000,4.000,2.820,2.750,56.366,63.078,126.000,28.000,0.135,0.068,-0.162,0.000,2.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_paulistorum,0.789,0.008,0.628,0.007,0.756,0.009,0.375,0.002,1.968,0.041,-0.617,0.236,0.301,0.005,8.810,0.530,2.584,0.085,0.357,0.001,0.725,12,0,0,0,0,0.145,0.007,1.558,10,0.028,0.001,0.579,5,8.1,27,140.600,,0.865,0.007,0.699,0.008,0.891,0.009,0.539,0.003,0.131,2.401,0.024,0.566,0.145,0.011,10.324,0.328,31.000,1.225,0.452,0.004,0.161,0.001,2.812,0.006,0.000,2.000,0.276,0.007,0.252,0.022,0.104,0.001,0.113,0.002,0.001,0.000,0.087,0.003,1,0,28.419,0.652,7.000,0,29.500,1.158,1.038,1,600.000,,1,0,4.000,0.000,5.260,6.150,60.577,37.990,550.000,62.000,0.360,-0.894,0.673,0.000,2.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pegasa,1.048,0.007,0.648,0.007,0.908,0.012,0.616,0.004,1.719,0.048,-0.024,0.157,0.267,0.006,3.629,0.158,4.720,0.052,0.298,0.016,0.334,32,0,0,0,0,0.045,0.002,0.154,72,0.014,0.001,0.077,35,41.5,139,870.000,93.953,1.155,0.012,0.738,0.007,1.065,0.011,0.907,0.005,-0.119,2.095,0.075,0.027,0.531,0.031,6.009,0.156,37.400,0.400,0.440,0.002,0.157,0.003,2.796,0.006,0.000,4.000,0.520,0.007,0.209,0.012,0.067,0.002,0.046,0.002,0.000,0.000,0.048,0.001,1,0,6.225,0.210,1.000,0,2.538,0.183,0.408,0,600.000,,0,0,4.000,7.000,4.910,5.430,50.246,19.342,400.000,44.000,0.383,-0.515,1.377,0.001,1.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_peninsularis,1.208,0.009,0.783,0.011,1.140,0.008,1.077,0.006,1.966,0.040,-0.137,-0.106,0.615,0.009,2.167,0.018,3.177,0.057,0.152,0.020,-0.575,128,0,0,0,0,0.051,0.001,0.035,81,0.033,0.001,-0.109,57,83.1,266,826.000,79.704,1.013,0.010,0.658,0.010,0.985,0.009,0.656,0.005,-0.730,2.534,0.024,0.067,0.860,0.028,6.337,0.144,40.000,2.168,0.458,0.004,0.143,0.003,3.205,0.005,0.000,4.000,0.355,0.006,0.242,0.009,0.042,0.004,0.042,0.003,0.000,0.000,0.026,0.003,1,1,1.825,0.113,3.000,0,1.385,0.140,0.759,1,230.000,10.607,1,1,4.000,6.000,5.910,5.820,21.113,11.949,71.000,13.000,-0.486,0.085,0.821,0.001,1.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_persimilis,1.023,0.010,0.765,0.009,0.933,0.013,0.729,0.005,2.014,0.085,0.110,0.295,0.278,0.008,0.320,0.017,0.729,0.018,0.118,0.002,-0.665,131,0,0,0,0,0.054,0.004,0.274,66,0.010,0.001,-0.304,76,90.5,273,23900.000,871.263,1.128,0.007,0.838,0.015,1.085,0.011,1.025,0.007,0.187,2.116,0.026,0.133,0.389,0.014,0.464,0.012,42.667,1.174,0.471,0.004,0.170,0.002,2.770,0.007,0.000,2.000,0.232,0.005,0.107,0.003,0.050,0.002,0.071,0.001,0.000,0.000,0.033,0.002,1,0,8.500,0.060,7.000,0,9.000,0.275,1.059,1,600.000,,1,0,4.000,0.000,1.790,1.400,7.264,15.728,39.000,0.000,0.337,0.388,-1.115,0.007,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
